Subject,Content,Source,Category
,"Verschiedene Dienstleistungsanbieter haben Geschäftskunden-Angebote im Portfolio. Dazu gehören die ultraschnelle Internetverbindung mit symmetrischem Up-/Download Kapazitäten, für die Nutzung zentral gespeicherter Software und den Remote-Zugriff auf Firmennetzwerke. Weiter können Anwendungen, wie Videofernüberwachung, Videokonferenz und E–Working mit bisher kaum möglicher Effizienz genutzt werden. Eine Übersicht der Anbieter mit einem Link zu  den aktuellen Angeboten finden Sie hier.",FAQ(A only),Glasfaser
,"Energie Wasser Bern baut das Netz in Kooperation mit Swisscom. Durch die Nutzung gemeinsamer Kapazitäten und Synergien, kann eine rasche flächendeckende Erschliessung realisiert werden.",FAQ(A only),Glasfaser
,"Energie Wasser Bern stellt in jeder Wohnung und jedem Geschäftsraum das Endkunden-Anschlussgerät (CPE)  zur Verfügung. Der Eigentümer stellt lediglich die Infrastruktur für die Glasfaserverkabelung (Leerrohre, Steigzone) und den Platz für die Montage des Hausanschlusskastens (BEP, meist im Keller) zur Verfügung.",FAQ(A only),Glasfaser
,"Für die Region Bern ist es wichtig, dass der Bau des Glasfasernetzes zügig vorangetrieben wird. Denn der schnelle Zugang zum Netz ist für viele Unternehmen ein wichtiger Standortfaktor. Der Netzbau ist ein arbeitsintensives Projekt mit einem hohen volkswirtschaftlichen Multiplikationseffekt. Weil Services rasch und diskriminierungsfrei verfügbar sind, profitieren einerseits Kunden und andererseits auch Service Provider.",FAQ(A only),Glasfaser
,"Der Glasfaseranschluss (OTO) erfolgt für Sie kostenlos. Sie profitieren von der modernsten Kommunikationsinfrastruktur und erhalten ein grösseres Angebot an Multimediadiensten. Mit neuen Anbietern wird der Wettbewerb angeregt, wovon Sie als Kunde profitieren. Sie können Fernsehen in HD-Qualität, digitale Telefonie und ultraschnelles Internet zuhause geniessen.",FAQ(A only),Glasfaser
,"Wo immer möglich benutzen wir für die Erschliessung des Hauses bestehende Rohranlagen. Wo dies nicht möglich ist, wird eine neue Leitung erstellt (meist im Keller). Auch die, von ewb akkreditierten, Elektroinstallateure, welche die Glasfasern durch die Steigzonen bis in die Wohnungen ziehen, benutzen nach Möglichkeit bestehende Kanäle/Rohranlagen. Wo dies nicht möglich ist, muss neu installiert werden. Diese Kosten werden vom Eigentümer getragen.",FAQ(A only),Glasfaser
,"HDTV, Internet, Telefonie, Video on Demand, Haustechnik, Zählerablesungen, Sicherheits- und Überwachungstechnik usw. Die Glasfaser bietet nahezu unbeschränkte Kapazitäten im Bereich von mehreren Gigabit/s. Grundsätzlich können also dem Benutzer symmetrische Bandbreiten von weit über 100Mb/s im Up- und Download zugänglich gemacht werden.",FAQ(A only),Glasfaser
,"Alle können von den Vorteilen des schnellen und offenen Netzes profitieren. Der Zugang zum Netz steht allen Service Providern offen. Die Kunden können den Anbieter frei wählen und ohne grossen Aufwand wechseln. Durch den Wettbewerb wird das Serviceangebot erweitert, was zu sehr attraktiven Preisen führt.",FAQ(A only),Glasfaser
,"Es ist sinnvoll, Leerrohre zu verbauen, in welche später die Glasfasern und Multimediaverkabelung eingezogen werden können. Weitere Informationen finden Sie in den Hinweisen für Neu- und Sanierungsbauten.",FAQ(A only),Glasfaser
,"Energie Wasser Bern baut die Glasfaserleitung bis ins Haus und montiert den Hausanschlusskasten (BEP) normalerweise im Keller. Von dort führt ein Glasfaserkabel durch meistens bestehende Infrastruktur (Leerrohre, Steigzone) zu den einzelnen Wohnungen oder Geschäftsräumen. Hier wird zentral eine Glasfasersteckdose montiert und das Endkunden-Anschlussgerät (CPE) eingesteckt.",FAQ(A only),Glasfaser
,"Energie Wasser Bern betreibt eine Kommunikationsplattform, welche grundsätzlich allen Service Providern offen steht. Im Interesse der Benutzer wollen wir den Wettbewerb fördern und eine Vielzahl von Angeboten auf dem Berner Glasfasernetz zugänglich machen.",FAQ(A only),Glasfaser
,Nicht nur Strom und Wärme gibt es von Energie Wasser Bern. Mit ewb.INTERNET holen Sie sich Internet aus Bern ins Haus. Ob Sie nur Ihre E-Mails abrufen oder täglich grosse Datenmengen übermitteln: ewb.INTERNET lässt sich modular auf Ihre Bedürfnisse zuschneiden. Sämtliche Angebote bieten symmetrische Up- und Downloadraten und sind kombinierbar mit verschiedenen Optionen. Alle Informationen finden Sie unter ewwwb.ch.,FAQ(A only),Glasfaser
,Den Vertrag zur Glasfasererschliessung haben Swisscom und der Hauseigentümerverband (HEV) Schweiz gemeinsam erstellt. Der HEV Schweiz und HEV Bern empfehlen den Vertrag zur Annahme.,FAQ(A only),Glasfaser
,"Ihre Liegenschaft und Geschäftsräume werden kostenlos mit Glasfasern erschlossen (BEP, OTO). Verfügen Sie über mehrere Standorte auf dem Stadtgebiet, können diese wesentlich besser vernetzt werden. Das diskriminierungsfreie Netz und die hohe Anschlussdichte ermöglicht die Entwicklung neuer Dienstleistungen und Businessmodelle.",FAQ(A only),Glasfaser
,"Kurzfristig ist dies richtig. Je mehr Kundinnen und Kunden aber Ökostrom bestellen, desto mehr muss produziert werden – und entsprechend erhöht sich sein Anteil am Strommix. Es wird somit weniger Strom konventionell hergestellt. Bei einer grossen Nachfrage werden zusätzliche Produktionsanlagen für Ökostrom erstellt.",FAQ(A only),Strom
,"Beim Allgemeinzähler hat der Mieter eventuell keinen Einfluss auf das Stromprodukt, da die Rechnung für den Allgemeinzähler oft an die Eigentümerinnen und Eigentümer oder an die Liegenschaftsverwaltung geht. Diese sind dann für die Wahl des Stromproduktes zuständig.",FAQ(A only),Strom
,"Bestellen Sie Ökostrom direkt und unkompliziert mit dem Produkte- und Preisrechner oder rufen Sie uns an Telefon 031 321 31 11, unsere Mitarbeitenden beraten Sie gerne.",FAQ(A only),Strom
,Nein. Die Netznutzungskategorie hängt von Ihrem Stromverbrauch und von der installierten Leistung ab.,FAQ(A only),Strom
,"Seit dem 1. Januar 2005 besteht für sämtliche Elektrizitätsunternehmen die gesetzliche Pflicht alle Kundinnen und Kunden darüber zu informieren, wo und mit welcher Technologie ihr Strom im Vorjahr hergestellt worden ist. Zudem sind alle Elektrizitätsunternehmen verpflichtet, eine Elektrizitätsbuchhaltung zu führen. Das Bundesamt für Energie kann Einsicht in diese Daten verlangen. Somit haben unsere Kundinnen und Kunden die Gewissheit, dass die von uns ausgewiesene Energie auch wirklich hergestellt oder eingekauft wurde. Beim Ökostromprodukt ewb.ÖKO.Strom wird zusätzlich einmal jährlich ein Kontrollaudit durchgeführt. Damit wird von einer externen Stelle überprüft, ob wir tatsächlich mindestens so viel Ökostrom ins Netz speisen, wie wir unseren Kundinnen und Kunden verkaufen. Das Kontrollaudit ist eine der Bedingungen, welche das Qualitätslabel naturemade star stellt.",FAQ(A only),Strom
,"Alle Produktionsanlagen befinden sich in der Schweiz. Der Anteil Wasserkraft stammt aus den Anlagen Matte und Engehalde, die Solarenergie stammt beispielsweise aus den Anlagen auf dem Tramdepot oder aus Melchnau und die Windenergie kommt aus dem Jura.",FAQ(A only),Strom
,"Der Strom aus der Steckdose ist bei allen Kunden derselbe. Aber wer Ökostrom bestellt, hat die Gewissheit, dass Energie Wasser Bern die gewünschte Menge produziert oder beschafft und ins Berner Netz einspeist. Je mehr Kundinnen und Kunden Ökostrom bestellen, desto mehr kann produziert werden – und entsprechend erhöht sich der Anteil Ökostrom am gesamten Strommix.",FAQ(A only),Strom
,"Strom wird zunehmend auf unterschiedliche Arten hergestellt. Produkte nach ihrer Produktionsart anzubieten erachtet Energie Wasser Bern nicht mehr als zeitgemäss, deshalb wurden einfachere Stromprodukte eingeführt. Die neuen Produkte unterscheiden klar zwischen zertifiziertem Ökostrom, Strom aus erneuerbaren Quellen und Strom aus fossilen Quellen inkl. Kernenergie. Das vereinfacht auch die Kombinationsmöglichkeiten.",FAQ(A only),Strom
,"Nein, Ökostrom wird auf Ihrer regulären Jahresrechnung abgerechnet.",FAQ(A only),Strom
," Wir sind mit den Kraftwerken Oberhasli und Maggia an zwei Pumpspeicherkraftwerken beteiligt. Damit wir unseren Kundinnen und Kunden ein Produkt aus 100 Prozent Wasserkraft garantieren können, ziehen wir die Strommenge, die aus dem zurückgepumpten Wasser produziert worden ist, von der Gesamtproduktionsmenge ab.",FAQ(A only),Strom
,"Haus- und Siedlungsabfälle enthalten einen erheblichen Anteil organischer Stoffe. Die Energieverordnung vom 7. Dezember 1998 sieht vor, dass 50 Prozent der produzierten Energiemenge als erneuerbar anzurechnen ist. Die anderen nicht erneuerbaren 50 Prozent werden dem Produkt ewb.BASIS.Strom zugeordnet.",FAQ(A only),Strom
,Sie können das gewünschte Stromprodukt einmal pro Jahr mit einer Kündigungsfrist von 30 Tagen wechseln. Der Wechsel muss uns schriftlich mitgeteilt werden und erfolgt jeweils auf den ersten Tag des Monats nach Ablauf der Kündigungsfrist.,FAQ(A only),Strom
,"Ohne anders lautende Bestellung, liefert Energie Wasser Bern immer das Produkt ewb.NATUR.Strom.",FAQ(A only),Strom
,Jede Wohnung verfügt über einen eigenen Zähler. Daher können auch alle Mieterinnen und Mieter das gewünschte Stromprodukt frei wählen.,FAQ(A only),Strom
,"Wir haben alle Ökostromproduktionsanlagen und die Ökostromprodukte nach «naturemade star» zertifizieren lassen. Die Zertifizierungsrichtlinien schreiben vor, dass einmal jährlich ein Kontrollaudit von einer unabhängigen Kontrollstelle durchgeführt werden muss. Bei dieser Kontrolle wird die Einhaltung der Zertifizierungskriterien überprüft. Insbesondere wird geprüft, ob die innerhalb eines Geschäftsjahres verkaufte Menge Ökostrom nicht höher ist als die effektiv produzierte Menge.",FAQ(A only),Strom
,"Energie Wasser Bern produziert ein Ökostromprodukt, welches mit dem Qualitätslabel «naturemade star» ausgezeichnet ist. ewb.ÖKO.Strom entsteht aus zertifizierter Wasserkraft, Solarenergie und Windkraft und erfüllt höchste Umweltstandards. Das Qualitätslabel «naturemade star» wird vom unabhängigen Verein für umweltgerechte Energie (VUE) vergeben. Der VUE wird unter anderem von WWF Schweiz, pro natura und dem Konsumentenforum getragen. Pro verkaufte Kilowattstunde Strom geht ein Rappen in einen Fonds für ökologische Verbesserungsmassnahmen. Mit den Fondsgeldern werden regelmässig Projekte im hydrologischen Einzugsgebiet realisiert, um dieses ökologisch aufzuwerten.",FAQ(A only),Strom
,"Der Stromverbrauch wird durch viele Faktoren beeinflusst. Mögliche Gründe für den erhöhten Stromverbrauch können alte Haushaltsgeräte, viele Glühlampen oder die Warmwasseraufbereitung sein. Besuchen Sie den Bereich Energieeffizienz, dort finden Sie wertvolle Tipps wie und wo Sie Strom einsparen können.",FAQ(A only),Strom
,"Die Nebenkosten enthalten meist die Aufwendungen für Heizung und Warmwasser sowie die Stromkosten für den gemeinsam genutzten Teil des Hauses (Beleuchtung im Treppenhaus, Lift etc.). Der Strom in der Wohnung wird den Mieterinnen und Mietern hingegen direkt durch uns verrechnet.",FAQ(A only),Strom
,Sie können die Kosten durch konsequentes Stromsparen beeinflussen. Nützliche Tipps finden Sie im Bereich Nachhaltigkeit/Energieeffizienz.,FAQ(A only),Strom
,"Das Biogas wird direkt in das vorhandene Erdgasnetz eingespeist. Je höher die Nachfrage an der umweltfreundlichen Alternative ist, umso mehr Biogas wird erzeugt und in das Erdgasnetz eingespeist.",FAQ(A only),Warme
,"Ein Vergleich mit Heizöl kann dies verdeutlichen: 3,2 Kilogramm Abfall können gleich viel Wärme abgeben wie ein Liter Heizöl. In einem gefüllten 35-Liter-Kehrichtsack steckt so viel Energie, dass damit ein Zimmer einen Tag lang geheizt werden kann.",FAQ(A only),Warme
,"Energie Wasser Bern bezieht sein Biogas aus der ara bern. Weitere Mengen stammen aus europäischen Biogasanlagen. Das produzierte Biogas stammt ausschliesslich aus Klärschlamm und organischen Abfällen wie Grüngut und Speiseresten. Bei der Beschaffung von Biogas halten wir uns an die Biogasgrundsätze der Schweizer Gasindustrie: Wir sehen Biogas aus nachwachsenden Rohstoffen wie etwa Mais als ethisch bedenklich an und wollen keinesfalls eine Konkurrenz zu Lebens- oder Futtermitteln aufbauen. Deshalb haben wir uns dazu entschlossen, Biogas nur aus Abfallstoffen zu beziehen.",FAQ(A only),Warme
,"Die Berechnung erfolgt mit Hilfe der so genannten Heizgradtage. Jeden Monat wird rückwirkend berechnet, wie viele Heizgradtage anfielen. Dabei ist die Aussentemperatur in diesem Monat entscheidend. Der abgelesene Erdgasverbrauch wird gemäss diesen Heizgradtagen auf die Monate aufgeteilt, wodurch verschiedene Preise pro Jahr möglich sind. Details zur Kalkulation mit Heizgradtagen finden Sie unter www.ewb.ch/heizgradtage",FAQ(A only),Warme
,"Ja, Biogas ist CO2-neutral, da es bei der Verbrennung nur so viel Kohlendioxid freisetzt, wie die zur Erzeugung eingesetzten Substrate der Atmosphäre zuvor entzogen haben. Biogas verbrennt aufgrund dieses geschlossenen CO2-Kreislaufs also im Gegensatz zu anderen fossilen Energieträgern wie Erdöl klimaneutral.",FAQ(A only),Warme
,Der Akonto-/Teilrechnungsbetrag wird grundsätzlich automatisch berechnet. Er basiert jeweils auf dem entsprechenden Schlussrechnungsbetrag der Vorjahresperiode.,FAQ(A only),Warme
,"Gemessen am heutigen Verbrauch reichen die durch Bohrungen nachgewiesenen Erdgasvorräte noch etwa bis ins Jahr 2065. Zählt man die geschätzten, zusätzlich gewinnbaren Ressourcen dazu, reichen die Vorräte nach heutigen Erkenntnissen bis ins Jahr 2130. Die grössten Erdgasvorräte der Welt befinden sich auf dem Gebiet der ehemaligen Sowjetunion. Dort lagert knapp die Hälfte der weltweiten Ressourcen.",FAQ(A only),Warme
,Die Sicherheit liegt der Gasindustrie am Herzen. Aus diesem Grund dürfen an Erdgas führenden Leitungen und Apparaten nur Fachleute arbeiten. Fragen Sie für einen Wechsel des Apparates Ihren konzessionierten Installateur oder uns.,FAQ(A only),Warme
,"Der Gemeindezuschlag wird von Energie Wasser Bern im Auftrag der Gemeinden erhoben. Die Anzahl Kunden und damit die so genannte Anschlussdichte in den Regionsgemeinden ist in der Regel geringer als in der Stadt Bern. Um die daraus entstehenden Mehrkosten zu decken und ein ausgeglichenes Rechnungsresultat zu erhalten, wird der Zuschlag erhoben. Die Erdgasnetze könnten sonst nicht überall rentabel betrieben werden.",FAQ(A only),Warme
,"Erdgas und Erdöl stehen sich weltweit als Konkurrenzenergien gegenüber. Erdgas hat in den letzten Jahren stark an Bedeutung gewonnen. Es verursacht weniger Schadstoffe als Erdöl. [Einbinden Tabelle]. Da Heizöl unter anderem Schwefel, organisch gebundenen Stickstoff und mehr Kohlenstoff als Erdgas enthält, produzieren Ölfeuerungen bei gleichen Verbrennungsbedingungen grundsätzlich mehr Schwefeldioxid, Stickoxide und Kohlendioxid als Erdgas.",FAQ(A only),Warme
,"Nein, eine Anrechnung ist im Kanton Bern aktuell nicht möglich. Der Grenzwert des gewichteten Energiebedarfs für Neubauten kann nur mit Massnahmen am Standort wie Dämmung oder Installation einer bestimmten Heizung (z.B. Wärmepumpe, Pellets) erfüllt werden, nicht aber durch den Bezug von Biogas mit einer Gasheizung. Eine geplante Revision des Energiegesetzes, welche 2019 zur Abstimmung kommt, würde aber Biogas beim Heizungsersatz akzeptieren.",FAQ(A only),Warme
,"Atmosphärische Erdgasheizkessel benötigen keinen Kaminfeger mehr. Dazu gehören alle Arten von Zimmeröfen und Zentralheizungen, die kein Gebläse für die Verbrennung benötigen. Auch bei Kondensations-Erdgasheizkesseln mit Gebläseunterstützung zum Abtransport der Abgase ist dies der Fall. Solche Geräte werden durch die Feuerungskontrolle erfasst. Der Kaminfeger hat das Recht, die Abgasführung durch Rauchrohr und Kamin zu kontrollieren.",FAQ(A only),Warme
,"Nein, für den Anteil Biogas muss keine CO2-Abgabe bezahlt werden. Deshalb wird beim Bezug von Biogas  die CO2-Abgabe nur auf dem Erdgas-Anteil erhoben.",FAQ(A only),Warme
,Biogas können Sie wie folgt bestellen: Über das Kundenportal (kundenportal.ewb.ch) oder Telefonisch unter der Nummer 031 321 31 11,FAQ(A only),Warme
,"Beim Gasbackofen ist es wichtig, dass nur Originalkuchenbleche verwendet werden und die Bleche bis zum Anschlag in den Ofen geschoben werden. Runde Kuchenbleche müssen immer auf ein normales Blech und nicht etwa auf ein Gitter gelegt werden.",FAQ(A only),Warme
,"Unser Fernwärmenetz deckt das Gebiet zwischen vorderer Länggasse im Norden und Mattenhof im Süden, Weyermannshaus im Westen und Zytglogge im Osten ab.",FAQ(A only),Warme
,"Kunden, welche Erdgas vornehmlich zum Heizen nutzen, bezahlen neben dem Arbeitstarif (Tarif der Energie in kWh) einen sogenannten Leistungstarif, der auf der installierten Leistung der Anlage basiert. Kunden die Gas lediglich fürs Kochen beziehen, bezahlen neben dem Arbeitstarif (Tarif der Energie in kWh) eine sogenannte Grundgebühr. Die aktuell gültigen Tarife sind unter der Rubrik Tarife ersichtlich.",FAQ(A only),Warme
,"Zur Erzeugung von Biogas werden organische Materialien bei bestimmten Temperaturen unter Luft- und Lichtabschluss in Biogasanlagen vergoren. Verwendet werden als Ausgangsstoffe Klärschlamm und verschiedene biologisch verwertbare Abfälle organischen Ursprungs, also Grüngut und Speisereste, wie sie im Haushalt anfallen. Im ersten Schritt entsteht zunächst Rohbiogas, das sich vor allem aus Methan und Kohlendioxid zusammensetzt. Weitere Bestandteile sind Stickstoff, Sauerstoff und Schwefelwasserstoff. Dieses Rohbiogas wird auf Erdgasqualität aufbereitet und in das bestehende Erdgasnetz eingespeist. Dazu wird es von Kohlendioxid und Schwefelwasserstoff gereinigt und der Methangehalt auf mindestens 96 Prozent gesteigert. Das so veredelte Biogas, auch als Biomethan bezeichnet, muss vor der Einspeisung in das Erdgasnetz nur noch auf den entsprechenden Betriebsdruck verdichtet werden.",FAQ(A only),Warme
,"Die Kundinnen und Kunden von Energie Wasser Bern nutzen Erdgas auf unterschiedliche Weise, etwa zum Kochen, Heizen oder für industrielle Prozesse. Zudem wird Erdgas zu unterschiedlichen Zeiten und in unterschiedlichen Mengen bezogen. Damit wird das Verteilnetz unterschiedlich stark belastet. Aus diesen Faktoren ergibt sich das Nutzungsprofil für die verschiedenen Erdgasanlagen.",FAQ(A only),Warme
,"Jede Erdgasanlage hat eine maximale Leistung, die in Kilowatt ausgedrückt wird. Zur Berechnung des Leistungspreises wird jedoch nicht die maximale Leistung einer Anlage berücksichtigt, sondern nur ein reduzierter Anteil. Dieser Anteil wird aufgrund des Nutzungsfaktors bestimmt. Der Nutzungsfaktor wiederum wird gemäss dem Nutzungsprofil von Erdgasanlagen definiert. Energie Wasser Bern garantiert, dass die maximale Leistung jederzeit bezogen werden kann, so beispielsweise an kalten Wintertagen.",FAQ(A only),Warme
,Der Abfall stammt aus der Stadt Bern und von rund 20 Agglomerationsgemeinden sowie von zahlreichen Firmen.,FAQ(A only),Warme
,"Unsere Bautenkontrolle überprüft periodisch sämtliche Hausinstallationen und Apparate auf freiwilliger Basis. Eine spezielle Equipe der Rohrnetzabteilung untersucht das Leitungsnetz auf eventuelle Undichtigkeiten. Obwohl ein Austritt von Erdgas nie ganz ausgeschlossen werden kann, ist somit ein hoher Sicherheitsstandard gewährleistet. Im Gegensatz zu anderen Gasen ist Erdgas leichter als Luft und kann sich verflüchtigen. Die Explosionsgrenze liegt bei einer Sättigung zwischen 5–15 %. Unterhalb von 5% ist zu wenig Gas und oberhalb von 15% ist zu viel Gas für eine Explosion vorhanden. Vor Inbetriebnahme einer Gasinstallation werden die Leitungen abgepresst und erst durch unsere Installationskontrolle freigegeben, wenn die Sicherheitsbestimmungen eingehalten werden. Flüssiggase wie Propan und Butan, die etwa im Campingbereich verwendet werden, sind im Gegensatz zu Erdgas schwerer als Luft und stellen ein höheres Sicherheitsrisiko dar, weil in der Regel auch keine Überprüfung der Installationen durch Fachleute erfolgt.",FAQ(A only),Warme
,"Nein, alle Kunden erhalten physikalisch das gleiche Produkt. Wer Biogas bezieht, kauft mit dem Beitrag einen ökologischen Mehrwert, nämlich erneuerbare und CO2-neutrale Energie in Form von Biogas. Diese Menge an Biogas wird mehrheitlich in der ara bern produziert und ins Erdgas-Netz von Energie Wasser Bern eingespeist. Die Schweizerische Oberzolldirektion überwacht die Mengenbilanzierung. Weitere Mengen stammen aus dem europäischen Ausland. Auch diese Mengen werden in einem anerkannten Register geführt und nur für Energie Wasser Bern abgebucht. Diese Art und Weise der Bilanzierung hat sich im Bereich Ökostrom bereits bewährt.",FAQ(A only),Warme
,"Mehrere städtische Versorgungsunternehmen haben vor einigen Jahren den Gasverbund Mittelland (GVM) gegründet. Diese Non-Profit-Organisation hat die Aufgabe, für alle Partnerunternehmen gemeinsam Erdgas einzukaufen. Durch die grössere Einkaufsmenge können wesentlich bessere Preise erzielt werden. Die Mitarbeitenden des GVM haben das entsprechende Fachwissen und eine jahrelange Erfahrung. Es wäre daher nicht sinnvoll, wenn alle Versorgungsunternehmen selber Verträge aushandeln würden.",FAQ(A only),Warme
,"Das eigentliche Erdgas macht nur einen Teil des Preises aus, bei uns sind es etwa 50 Prozent. Dazu kommen die Netzkosten, die von Region zu Region völlig unterschiedlich sind. Sie hängen etwa von der Anzahl Kunden (Anschlussdichte), von der Topografie des Gebiets und vom Zustand des Netzes ab. Zudem müssen für einen Preisvergleich immer auch der Grundpreis und die Anschlusskosten betrachtet werden.",FAQ(A only),Warme
,"Erdgas und Biogas sind physikalisch die gleichen Produkte, damit auch seine Eigenschaften wie z.B. farb- und geruchlos und der Brennwert. Der Unterschied ist: Erdgas ist ein fossiler Energieträger und über Jahrmillionen aus organischen Materialien entstanden. Biogas ist ein erneuerbarer Energieträger und wird immer wieder neu produziert.",FAQ(A only),Warme
,"In der Vergangenheit war der Gaspreis über langfristige Beschaffungsverträge stark an den Ölpreis gekoppelt. In den letzten Jahren hat die Schweizer Erdgas-Wirtschaft ihren Anteil an der ölpreisgebundenen Beschaffung stark reduziert, um die Flexibilität beim Einkauf zu erhöhen. Dagegen hat die kurz- und mittelfristige Beschaffung an den Energiemärkten an Bedeutung gewonnen. Der Ölpreis beeinflusst den Erdgaspreis jedoch weiterhin, da ein gewisser Wettbewerb unter diesen Energieträgern herrscht. Beispielsweise können Heizungen oder industrielle Prozesse sowohl mit Öl wie auch mit Erdgas betrieben werden. Die Gaspreisentwicklung wird heute mehrheitlich von den europäischen Gasmärkten geprägt. Faktoren, welche den Gaspreis beeinflussen, sind beispielsweise die Witterung, die Öl-, Kohle- und Strompreise, das Angebot an flüssigem Erdgas (LNG), laufende Revisionen an Produktionsanlagen und Netzen, die Speicherstände sowie die Wechselkurse.",FAQ(A only),Warme
,"Ja, Sie können ebenfalls Biogas beziehen, sofern Sie in einer von Energie Wasser Bern versorgten Gemeinde wohnen. Dies sind: Bremgarten, Kirchlindach, Köniz, Münchenbuchsee und Zollikofen.",FAQ(A only),Warme
,"Der Brennwert benennt den Wärmeinhalt von einem Kubikmeter Erdgas an der Übergabestelle, also beispielsweise der Zähler in Ihrem Haus oder Ihrer Wohnung. Für den Umrechnungsfaktor werden zusätzlich der relevante Erdgasdruck in der Hausinstallation, die durchschnittliche Erdgastemperatur und der barometrische Druck mitberücksichtigt. Diese Einflussfaktoren ergeben einen Umrechnungsfaktor von zurzeit 10.295 kWh/m³. Auf Ihrer Rechnung ist der Umrechnungsfaktor unter dem Begriff «Faktor» aufgeführt.",FAQ(A only),Warme
,"Das in der Schweiz verteilte Erdgas wurde in den letzten Jahren aus folgenden Ländern importiert:

ca. 52 % aus Deutschland
ca. 23 % aus den Niederlanden
ca. 10 % aus Frankreich
9 % aus Russland (indirekt gemäss Vertrag mit Deutschland)
6 % aus Italien",FAQ(A only),Warme
,"Bis zum Jahr 1998 wurden in der Schweiz und auch in unserem Versorgungsgebiet Gasherde ohne Zündsicherung verkauft und installiert. Da diese ein gewisses Sicherheitsrisiko bei nicht sachgemässer Handhabung aufweisen, empfehlen wir, den Kauf und Einbau neuer Gasherde mit Zündsicherung. Bei Gasherden ohne Zündsicherung kann unverbranntes Erdgas bereits durch eine zufällige Drehung des Kochstellen-Schalters ausströmen. Bei zündgesicherten Gasherden besteht dieses Risiko nicht. Damit Erdgas überhaupt ausströmen kann, muss der Schalterknopf beim Anzünden ca. 15 Sekunden lang gedrückt gehalten werden, damit ein Thermo-Element (ein ca. 1 cm langer Metallstift) das Ventil öffnet. Lässt man diesen Knopf zu früh los, wird die Gaszufuhr sofort unterbunden. Erdgas strömt erst dann regelmässig in das Brennelement, wenn die Flamme eine bestimmte Temperatur erreicht hat.",FAQ(A only),Warme
,"Damit ein Haus mit Erdgas beheizt werden kann, muss ein Anschluss ans Gasversorgungsnetz gebaut werden. Für Laien ist es nicht ersichtlich, in welchen Strassenzügen eine Gasversorgungsleitung verlegt. Rufen Sie uns einfach an – wir sagen Ihnen gerne, ob ein Anschluss für Ihre Liegenschaft in Frage kommt. Telefon: 031 321 31 11.",FAQ(A only),Warme
,"Die Fernwärmebezüge werden monatlich in Rechnung gestellt. Die Fernwärmerechnung setzt sich zusammen aus dem Leistungspreis und dem Arbeitspreis. Der Leistungspreis ist ein vereinbarter Preis pro Kilowatt (kW) und Jahr. Je grösser das zu versorgende Gebäude ist, desto höher sind die Kosten für die Leistung. Pro Monat wird 1/12 des zu entrichtenden Leistungspreises verrechnet. Dieser Preis deckt die Investitionen in die Fernwärmeinstallationen ab, die wir vornehmen. Der effektive Energieverbrauch in kWh wird über den Arbeitspreis verrechnet.",FAQ(A only),Warme
,"Wenn der Schaltknopf zu wenig eingedrückt und zu wenig lange gewartet wird, kann der Gasdurchfluss nicht freigegeben werden. Es ist deshalb wichtig, dass der Schaltknopf bis zum Anschlag eingedrückt wird. Zählen Sie langsam auf 5.",FAQ(A only),Warme
,"Eine allfällige Marktöffnung hätte kaum eine preissenkende Wirkung, da in der Schweiz alle Versorgungsunternehmen das Erdgas von einigen wenigen Produzenten oder Handelsfirmen im Ausland beziehen. Zudem steht Erdgas bereits heute im Wettbewerb mit anderen Brennstoffen wie etwa Holz. Darum kann es nicht in unserem Interesse sein, die Preise unnötig anzuheben, weil dadurch die Konkurrenzfähigkeit von Erdgas schlechter würde.",FAQ(A only),Warme
,Bestellen Sie ewb.ÖKO.Fernwärme mit dem Bestellformular oder rufen Sie uns an unter der Nummer 031 321 31 11. Unsere Mitarbeitenden beraten Sie gerne. Für den Anteil ewb.ÖKO.Fernwärme bezahlen Sie einen Aufpreis von 3.90 Rappen pro Kilowattstunde auf dem Arbeitstarif.,FAQ(A only),Warme
,80 Prozent des Energieinhaltes von Kehricht setzt die FWV in Nutzenergie um – ein ausserordentlich hoher thermischer Wirkungsgrad. Der energetische Gesamtwirkungsgrad liegt mit deutlich über 50 Prozent nahe am überhaupt erreichbaren Maximum.,FAQ(A only),Warme
,Die Verbrennungskapazität liegt bei rund 110‘000 Tonnen Kehricht pro Jahr.,FAQ(A only),Warme
,"Diese Frage kann nicht generell beantwortet werden. Heizungen werden von der Feuerungskontrolle alle 2 Jahre überprüft. Sollten zu diesem Zeitpunkt die Abgaswerte nicht mehr den Vorschriften entsprechen, muss ein Geräte-Service durchgeführt werden. Für so genannte Badeöfen, in der Fachsprache Durchlauf-Wassererwärmer genannt, ist es ratsam, bei regelmässigem Betrieb mindestens alle 2 Jahre einen Fachmann beizuziehen. Wenn mehrmals die gleichen Störungen auftreten, sollte dies schon früher geschehen. Neuere Apparate besitzen einen Fühler beim Zugunterbrecher, der die Abschaltung der Gaszufuhr bewirkt, wenn die Abgase nicht mehr korrekt abziehen.",FAQ(A only),Warme
,Unsere Mitarbeitenden im Kundencenter vermitteln Sie gerne an unsere kompetenten Fachleute.,FAQ(A only),Warme
